Denominación;Fecha última modificación;Dirección;Código Provincia;Codigo municipioINE;Provincia;Localidad;CP;Zona Acción Social;Teléfono;Fax;Nº Registro;Entidad Titular;Entidad Gestora;Naturaleza;email;Web;Sector;Tipo;Subtipo;Plazas;Latitud;Longitud;Director;Posicion
"RESIDENCIA DE PERSONAS MAYORES ""CIUDAD JARDIN""";2022-01-05;CALLE LUIS VALERO 23;05;05168;AVILA;NAVAS DEL MARQUES (LAS);05230;ALBERCHE - CEBREROS;91 8971121;;050304;GESERRES 2001, S.L.;;SOCIEDADES;anacorreal@telefonica.net;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 29;40.6018287;-4.3365629;ANA ISABEL CORREAL ROSADO;40.6018287, -4.3365629
UNIDAD ESTANCIAS DIURNAS EL PINAR DE PEDRO BERNARDO;2020-10-14;PARAJE CAMINO DE LOS NARANJOS 2;05;05182;AVILA;PEDRO BERNARDO;05470;TIÉTAR - LA ADRADA;920 389052;;050489;EL PINAR DE PEDRO BERNARDO SL;;SOCIEDADES;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 5;40.2428691;-4.9147649;FLORENTINO HERNANDEZ MALVAR;40.2428691, -4.9147649
"CENTRO DE DIA ""VIRGEN DEL ROSARIO""";2020-10-14;PLAZA MAYOR 1;05;05225;AVILA;SANTA MARIA DEL BERROCAL;05510;VALLE DE CORNEJA - PIEDRAHÍTA;;;050278;ASOCIACIÓN DE TERCERA EDAD SANTA MARÍA DEL BERROCAL;;ASOCIACIÓN;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;40.4610472;-5.3707981;BERNARDINO SÁNCHEZ;40.4610472, -5.3707981
RESIDENCIA LAS CANDELAS;2019-02-27;CALLE NUEVA APERTURA 1;05;05231;AVILA;SAN VICENTE DE AREVALO;05217;MORAÑA - ARÉVALO;920 328180;;050454;RESIDENCIA LAS CANDELAS, S.L.;;SOCIEDADES;info.lascandelas@yahoo.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 40;40.9677042;-4.7999791;MONICA BERRON GOMEZ;40.9677042, -4.7999791
"CENTRO DE PERSONAS MAYORES ""SAN BLAS""";2020-10-14;CAMINO MIRONCILLO (DE) 3;05;05239;AVILA;SOTALBO;05198;ÁVILA RURAL;920 267613;;050460;AYUNTAMIENTO DE SOTALBO;;ADMINISTRACIÓN LOCAL;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;40.5415063;-4.8492289;VIDAL JIMENEZ MARTIN;40.5415063, -4.8492289
RESIDENCIA DE PERSONAS MAYORES VIRGEN DE LOS REMEDIOS;2022-04-05;CALLE DEHESA (LA) 103;05;05240;AVILA;SOTILLO DE LA ADRADA;05420;TIÉTAR - LA ADRADA;91 8661560;;050078;FUNDACIÓN CATALINA LABOURÉ;;FUNDACIÓN;direccion.virgendelosremedios@catalinalaboure.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 87;40.2912354;-4.5896567;LUCIA MARTIN GABRIEL;40.2912354, -4.5896567
RESIDENCIA DE PERSONAS MAYORES SAN ANTONIO DE PADUA;2024-04-08;CAMINO DEL CASTAÑAR S/N;05;05241;AVILA;TIEMBLO (EL);05270;ALBERCHE - CEBREROS;918 627680;;050358;AYUNTAMIENTO DE EL TIEMBLO;NEXUS ATENCIÓN INTEGRAL, S.L;ADMINISTRACIÓN LOCAL;ffernandez@nexusintegral.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 47;40.4020372;-4.4551495;ANA MORENO FELIU;40.4020372, -4.4551495
"CENTRO DE PERSONAS MAYORES ""SAN PASCUAL""";2020-10-14;CALLE IGLESIA S/N;05;05244;AVILA;TORMELLAS;05698;ARAVALLE - EL BARCO DE ÁVILA;920 343887;;050215;"ASOCIACIÓN DE TERCERA EDAD ""SAN PASCUAL""";;ASOCIACIÓN;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;40.3045233;-5.5106492;ISIDORO TRUJILLANO MAYORAL;40.3045233, -5.5106492
CENTRO SOCIAL DE PERSONAS MAYORES VIRGEN DE LA SOLEDAD;2020-10-14;PLAZA VICTORIA S/N;05;05254;AVILA;VELAYOS;05295;MORAÑA - ARÉVALO;920 200236;;050176;ASOCIACIÓN DE TERCERA EDAD VIRGEN DE LA SOLEDAD;;ASOCIACIÓN;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;40.8404812;-4.6232967;;40.8404812, -4.6232967
CLUB-COMEDOR DE PERSONAS MAYORES DE VILLANUEVA (SAN PEDRO BAUTISTA);2023-06-20;CALLE LANZAHITA 2;05;05905;AVILA;VILLANUEVA DE AVILA;05114;ALBERCHE - CEBREROS;920 295734;920 295858;050165;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;40.3785622;-4.821695099999999;FELIX GIL RODRIGUEZ;40.3785622, -4.821695099999999
CENTRO DE DIA PARA PERSONAS MAYORES ARANDA DE DUERO;2024-10-04;PLAZA ARCO PAJARITO 1;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - CENTRO;947 501185;;090073;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;41.6728175;-3.6879183;YOLANDA ROJO BAÑOS;41.6728175, -3.6879183
VIVIENDA HOGAR NUEVO FUTURO;2023-03-10;CALLE BURGO DE OSMA 27 1º T;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 511948;;090107;ASOCIACION HOGARES NIÑOS NUEVO FUTURO;;ASOCIACIÓN;;;INFANCIA (Y JUVENTUD);Vivienda;Vivienda hogar;OTROS: 6;;;ALBERTO CALERO GONZALEZ;
CENTRO DE DÍA DEL MENOR EL RINCÓN;2021-09-30;CALLE DIEGO LAINEZ S/N;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 510770;947 510770;090663;AYUNTAMIENTO DE ARANDA DE DUERO;;ADMINISTRACIÓN LOCAL;centrodiamenor@arandadeduero.es;;INFANCIA (Y JUVENTUD);Centro de día;Centro de día;OTROS: 15;41.6694661;-3.6784483;Elías Tristán;41.6694661, -3.6784483
CENTRO OCUPACIONAL MONTECILLO;2026-03-14;AVENIDA PORTUGAL S/N;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 509234;947 509233;090051;ASOCIACIÓN  PARA AYUDA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASADEMA);;ASOCIACIÓN;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 100;41.6678398;-3.7139465;VANESA BENITO ROJO;41.6678398, -3.7139465
VIVIENDA TUTELADA RUPERTA BARAYA;2026-02-18;AVENIDA RUPERTA BARAYA 15 2º C;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 509234;;091585;ASOCIACIÓN  PARA AYUDA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASADEMA);;ASOCIACIÓN;info@asadema.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con disc. física, sensorial, por trastorno del desarrollo intelectual y/o por enfer. mental;DISCAPACIDAD INTELECTUAL: 8;41.6685671;-3.695749699999999;Alejandra López Martín;41.6685671, -3.695749699999999
VIVIENDA TUTELADA SALVADOR DALI B;2024-05-15;CALLE SALVADOR DALI 3 1º B;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 503757;947 509233;090469;ASOCIACIÓN  PARA AYUDA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASADEMA);;ASOCIACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 6;;;ALEJANDRA LOPEZ MARTIN;
VIVIENDA TUTELADA I;2024-05-15;CARRETERA ESTACION 53 - ESC 2 - 4º C;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 509234;947 509233;090708;ASOCIACIÓN  PARA AYUDA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASADEMA);;ASOCIACIÓN;asadema@terra.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 5;41.6652298;-3.6887338;ROSA MARIA FIGUERO COB;41.6652298, -3.6887338
VIVIENDA TUTELADA II;2024-05-15;CARRETERA ESTACION 53 ESC. 2 - 4º E;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 509234;947 509233;090709;ASOCIACIÓN  PARA AYUDA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASADEMA);;ASOCIACIÓN;asadema@terra.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 4;41.6652298;-3.6887338;ROSA MARIA FIGUERO COB;41.6652298, -3.6887338
VIVIENDA MENCÍA GONZÁLEZ D;2023-12-15;CALLE MENCIA GONZALEZ 3 1º D;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 509234;947 509233;091237;ASOCIACIÓN  PARA AYUDA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASADEMA);;ASOCIACIÓN;info@asadema.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 4;41.6634763;-3.692696;ROSA MARIA FIGUERO COB;41.6634763, -3.692696
VIVIENDA MENCÍA GONZÁLEZ E;2023-05-05;CALLE MENCIA GONZALEZ 3 1º E;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - ALLENDEDUERO;947 509234;947 509233;091238;ASOCIACIÓN  PARA AYUDA DE PERSONAS CON DISCAPACIDAD INTELECTUAL (ASADEMA);;ASOCIACIÓN;info@asadema.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 4;41.6634763;-3.692696;ROSA MARIA FIGUERO COB;41.6634763, -3.692696
"RESIDENCIA DE PERSONAS MAYORES ""CIUDAD DEL BIENESTAR""";2025-04-15;PASEO VIRGEN VIÑAS S/Nº;09;09018;BURGOS;ARANDA DE DUERO;09400;ARANDA DE DUERO - CENTRO;947 670067;947 694461128;091126;RESIDENCIAL NUESTRA SEÑORA DE LAS VIÑAS, SL;;SOCIEDADES;gerente@ciudaddelbienestar.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 108;;;TELMA AURORA GONÇALVES VAZ;
DRIADA VERDE;2017-06-02;CALLE ABADIA DE FONCEA, 20;09;09026;BURGOS;ARLANZON;09199;BURGOS RURAL - NORTE;627 429104;;090785;DRIADA SALUD MENTAL, SL;;SOCIEDADES;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 6;42.3227938;-3.4580391;ANA MARIA DE JUAN CAMARA;42.3227938, -3.4580391
DRIADA AZUL;2022-07-15;CALLE  ABADIA DE FONCEA, 22;09;09026;BURGOS;ARLANZON;09199;BURGOS RURAL - NORTE;627 429104;;090786;DRIADA SALUD MENTAL, SL;;SOCIEDADES;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 6;42.3227938;-3.4580391;ANA MARIA DE JUAN CAMARA;42.3227938, -3.4580391
RESIDENCIA DE PERSONAS MAYORES SAN ANTON;2024-04-29;LA CAÑADA, S/N.;09;09034;BURGOS;BALBASES (LOS);09119;SANTA MARÍA DEL CAMPO;947 165529;947 626090811;090733;FUNDACIÓN VALLEHERMOSO;SERVIGERON, S.L.;FUNDACIÓN;residenciasananton@outlook.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 49;;;MARIA CRISTINA ORTEGA MANJON;
CENTRO OCUPACIONAL DE BELORADO Y COMARCA;2022-11-07;AVENIDA CEREZO DE RIO TIRON;09;09048;BURGOS;BELORADO;09250;BELORADO;947 580226;947 581000;090018;AYUNTAMIENTO DE BELORADO;;ADMINISTRACIÓN LOCAL;;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 15;42.3781083;-3.242995;ALICIA MARÍA MAYOR CRESPO;42.3781083, -3.242995
UNIDAD DE ESTANCIAS DIURNAS DE LA RESIDENCIA DE BURGOS;2023-11-10;CAMINO CORTES S/N;09;09059;BURGOS;BURGOS;09002;BURGOS - SAN JULIÁN;947 264375;;090293;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;SANIVIDA, S.L;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 60;;;ALICIA MARTINEZ MONZO;
CENTRO RESIDENCIAL DE ATENCIÓN A PERSONAS CON DISCAPACIDAD INTELECTUAL (FUENTES BLANCAS);2024-10-04;PARAJE FUENTES BLANCAS, S/N;09;09059;BURGOS;BURGOS;09193;BURGOS - SAN JULIÁN;947 485900;;090075;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 123;;;ANTONIO SOLANA FERNANDEZ;
RESIDENCIA DE PERSONAS MAYORES DE BURGOS;2024-10-04;CAMINO CORTES S/N;09;09059;BURGOS;BURGOS;09002;BURGOS - SAN JULIÁN;947 264375;;090077;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 220;;;ALICIA MARTINEZ MONZO;
PISO TUTELADO PARA PERSONAS CON DISCAPACIDAD INTELECTUAL EL CID  1;2024-10-04;AVENIDA CASTILLA Y LEON 19- 2ºA-B;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 217382;;090401;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 8;42.3520754;-3.6826941;JESÚS HUERTOS DE LA FUENTE;42.3520754, -3.6826941
CENTRO DE DIA PARA PERSONAS MAYORES BURGOS III;2023-12-11;CARRETERA POZA 22;09;09059;BURGOS;BURGOS;09007;BURGOS - CAPISCOL;947 481252;;090072;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.3569478;-3.6624031;ANA MARTA BLANCO GARCIA;42.3569478, -3.6624031
CENTRO DE DIA PARA PERSONAS MAYORES BURGOS II;2024-10-04;CALLE JUAN DE PADILLA 7;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 211281;;090071;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;PERSONAS MAYORES;Centro de día;Hogar (Unidad de atención social);;42.3487076;-3.6856353;Mª JESUS PEÑA SAEZ;42.3487076, -3.6856353
RESIDENCIA DE PROTECCIÓN DE MENORES GREGORIO SANTIAGO;2026-02-17;AVENIDA MONASTERIO DE LAS HUELGAS 27;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 202319;;090104;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;;ADMINISTRACIÓN AUTONÓMICA;;;INFANCIA (Y JUVENTUD);Residencia;De protección;OTROS: 25;42.33727536629361;-3.718206812807019;MANUEL VEGA MERINO;42.33727536629361, -3.718206812807019
VIVIENDA HOGAR NUEVO FUTURO II;2023-03-10;CALLE CERVANTES 24 4º D;09;09059;BURGOS;BURGOS;09002;BURGOS - SAN JULIÁN;947 273669;;090108;ASOCIACION HOGARES NIÑOS NUEVO FUTURO;;ASOCIACIÓN;;;INFANCIA (Y JUVENTUD);Vivienda;Vivienda hogar;OTROS: 6;;;CRISTINA GARCIA MANRIQUE;
VIVIENDA INTRAS BURGOS V;2024-10-02;CALLE CONDES DE BERBERANA 4 4B;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 468157;947 608421306;091589;FUNDACION INTRAS;;FUNDACIÓN;resjd.burgos@intras.es;www.fundacionintras.es;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 1;42.33782739999999;-3.7250341;Carolina Elena Elena;42.33782739999999, -3.7250341
VIVIENDA INTRAS BURGOS VI;2026-02-11;CALLE CONDES DE CASTILFALE 1 5A;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 468157;947 608421306;091672;FUNDACION INTRAS;;FUNDACIÓN;cee@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 4;42.337901;-3.7250097;CAROLINA ELENA ELENA;42.337901, -3.7250097
VIVIENDA INTRAS BURGOS III;2024-10-02;CALLE NAVARRETE 1 2º A;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 468157;947 608421306;091311;FUNDACION INTRAS;;FUNDACIÓN;resjd.burgos@intras.es;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 2;42.34039569999999;-3.7328491;CAROLINA ELENA ELENA;42.34039569999999, -3.7328491
HOGAR DE ACOGIDA MENSAJEROS DE LA PAZ;2013-01-21;CAMINO MIRABUENO 35;09;09059;BURGOS;BURGOS;09002;BURGOS - SAN JULIÁN;947 205815;;090047;ASOCIACIÓN MENSAJEROS DE LA PAZ CASTILLA Y LEÓN;;ASOCIACIÓN;;;INFANCIA (Y JUVENTUD);Vivienda;Hogar de acogida;OTROS: 10;42.3327165;-3.6955575;MIGUEL ANGEL FERNANDEZ IBAÑEZ;42.3327165, -3.6955575
CASA ACOGIDA BURGOS;2023-09-27;S/C;09;09059;BURGOS;BURGOS;09000;ZDESCONOCIDO;947 274851;;091269;AYUNTAMIENTO DE BURGOS;;ADMINISTRACIÓN LOCAL;;;MUJER;Vivienda;Casa de acogida mujeres maltratadas;OTROS: 8;;;;
VIVIENDA ALFONSO X EL SABIO;2023-01-25;CALLE ALFONSO X EL SABIO 46 4º A;09;09059;BURGOS;BURGOS;09005;BURGOS - CENTRO - VADILLOS;947 223916;;091279;ASOCIACIÓN PROSALUD MENTAL DE BURGOS (PROSAME);;ASOCIACIÓN;direccion@saludmentalburgos.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 4;42.3478507;-3.6954794;María Santamaría Pardo;42.3478507, -3.6954794
PISO DE ACOGIDA;2026-03-14;PLAZA DE MARIA CRUZ EBRO 3-BAJO.B;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 239714;;090248;ASOCIACIÓN PROSALUD MENTAL DE BURGOS (PROSAME);;ASOCIACIÓN;;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 4;42.3528725;-3.6828958;María Santamaría Pardo;42.3528725, -3.6828958
VIVIENDA EL PATILLAS;2024-02-20;CALLE EL PATILLAS 1 1-A;09;09059;BURGOS;BURGOS;09003;BURGOS - SAN PEDRO DE LA FUENTE;947 223916;947 647925764;091586;ASOCIACIÓN PROSALUD MENTAL DE BURGOS (PROSAME);;ASOCIACIÓN;direccion@saludmentalburgos.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;DISCAPACIDAD ENFERMEDAD MENTAL: 5;42.3471067;-3.7141992;Maria Santamaria Pardo;42.3471067, -3.7141992
VIVIENDA SUPERVISADA FRONTÓN;2026-03-14;CALLE DEL FRONTON 4 1º A;09;09059;BURGOS;BURGOS;09007;BURGOS - GAMONAL I - LAS TORRES;947 223916;;091162;ASOCIACIÓN PROSALUD MENTAL DE BURGOS (PROSAME);;ASOCIACIÓN;direccion@saludmentalburgos.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por enfermedad mental;OTROS: 4;;;María Santamaría Pardo;
RESIDENCIA DE RELIGIOSAS ANGELICAS;2024-08-28;CALLE AZORIN 2;09;09059;BURGOS;BURGOS;09005;BURGOS - CENTRO - VADILLOS;947 274251;;090270;HERMANAS DEL SAGRADO CORAZON Y SANTOS ANGELES;;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;direccion.burgos@angelicas.es;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 102;42.3455774;-3.6994463;SONIA ESTEBAN FERNANDEZ;42.3455774, -3.6994463
RESIDENCIA DE PERSONAS MAYORES EL CARMEN;2025-01-31;AVENIDA MONASTERIO DE LAS HUELGAS 7;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 261667;947 646017435;090087;COMUNIDAD RESIDENCIA EL CARMEN;FUNDACIÓN ALIADOS POR LA INTEGRACIÓN;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;sara.delgado@aliadosporlaintegracion.org;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 36;42.337043;-3.7137991;SARA DELGADO ORDOÑEZ;42.337043, -3.7137991
VIVIENDA EL OLMO;2026-02-11;CALLE VIRGEN DEL SALTERIO 44;09;09059;BURGOS;BURGOS;09001;BURGOS - SAN PEDRO Y SAN FELICES;947 461243;;091671;ASOCIACIÓN DE PADRES DE PERSONAS CON AUTISMO;;ASOCIACIÓN;autismoburgos@autismoburgos.org;;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del espectro del autismo;DISCAPACIDAD INTELECTUAL: 7;42.32876691008271;-3.70968410028902;MARIA PILAR ZORRILLA ALBA;42.32876691008271, -3.70968410028902
VIVIENDA DE VIDA INDEPENDIENTE B;2023-09-27;PLAZA DE MARIA CRUZ EBRO 8 2º B;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 227266;947 297201;090707;ASOCIACIÓN PADRES Y TUTORES DEL CENTRO OCUPACIONAL EL CID DE BURGOS (APACID);;ASOCIACIÓN;apacid@apacid.com;www.apacid.com;PERSONAS CON DISCAPACIDAD;Vivienda;Personas con discapacidad por trastorno del desarrollo intelectual leve o moderado;OTROS: 5;;;MARIA CARMEN CARO RODRIGO;
CENTRO TERAPEUTICO DE DIA SAN JULIAN;2023-05-12;PLAZA SAN JULIAN 7BAJO.;09;09059;BURGOS;BURGOS;09002;BURGOS - SAN JULIÁN;947 205262;;090661;ASOCIACIÓN DE FAMILIARES DE ENFERMOS DE ALZHEIMER (AFABUR);;ASOCIACIÓN;sanjulian.afabur@gmail.com;;PERSONAS MAYORES;Centro de día;Estancias diurnas para enfermos de Alzheimer;ASISTIDOS: 45;;;OLGA ORTEGA CUBILLO;
CENTRO DE DIA EPOCA BURGOS;2024-01-09;CALLE ALONSO DE CARTAGENA 6;09;09059;BURGOS;BURGOS;09005;BURGOS - CENTRO - VADILLOS;947 242200;;090262;EPOCA BURGOS S.L.;;SOCIEDADES;epocaburgos@gmail.com;;PERSONAS MAYORES;Centro de día;Estancias diurnas;ASISTIDOS: 30;42.3484742;-3.69841;OLALLA PARDO QUINTILLAN;42.3484742, -3.69841
CENTRO DE DÍA PARA PERSONAS CON DISCAPACIDAD PSIQUICA GRAVE  LAS CALZADAS;2025-12-14;CALLE JUAN DE PADILLA 4;09;09059;BURGOS;BURGOS;09004;BURGOS - CENTRO - VADILLOS;947 227862;;090027;ASOCIACIÓN DE FAMILIARES DE PERSONAS CON DISCAPACIDAD INTELECTUAL - LAS CALZADAS;;ASOCIACIÓN;carmen.rojo@asociacionlascalzadas.org;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 50;42.3520484;-3.6838167;CARMEN ROJO FERNANDEZ;42.3520484, -3.6838167
RESIDENCIA EL ACEBO;2024-12-13;CALLE FARMACEUTICO OBDULIO FERNANDEZ, Nº 9;09;09059;BURGOS;BURGOS;09006;BURGOS - GAMONAL I - LAS TORRES;947 223237;;090035;RESIDENCIA EL ACEBO, S..L.;;SOCIEDADES;acebosl.mercedes@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 40;42.3470459;-3.6827707;MERCEDES CORCOLES SAN LAZARO;42.3470459, -3.6827707
CENTRO DE DIA DE APOYO AL MENOR -CDAM-;2021-09-30;CALLE SAN JOSE Nº 1 -bajo;09;09059;BURGOS;BURGOS;09007;BURGOS - CAPISCOL;947 480557;;090574;CÁRITAS DIOCESANA DE BURGOS;;INSTITUCIONES, ÓRDENES, CONGREGACIONES RELIGIOSAS Y SIMILARES;;;INFANCIA (Y JUVENTUD);Centro de día;Centro de día;OTROS: 20;42.3580189;-3.6690383;Mª Gutierrez Pulgar;42.3580189, -3.6690383
RESIDENCIA PARQUE FELIX;2021-09-30;CALLE FUNDACION SONSOLES BALLVE 2 Y 4;09;09059;BURGOS;BURGOS;09007;BURGOS - CAPISCOL;686 320198;;090977;RESIDENCIA PARQUE FELIX, SL;;SOCIEDADES;parquefelixresidencia@gmail.com;;PERSONAS MAYORES;Residencia;Para asistidos;ASISTIDOS: 46;42.3486781;-3.6702828;SARA PEREZ DUEÑAS;42.3486781, -3.6702828
CENTRO INTEGRAL FUENTECILLAS (CENTRO DE DÍA);2026-03-14;AVENIDA INDEPENDENCIA, Nº5;09;09059;BURGOS;BURGOS;09003;BURGOS - SAN PEDRO Y SAN FELICES;947 462004;;090492;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);;ASOCIACIÓN;administracion@apaceburgos.com;;PERSONAS CON DISCAPACIDAD;Centro de día;Personas con discapacidad por trastorno del desarrollo intelectual;OTROS: 59;;;MARIA SACRAMENTO CASTELLANOS CARMONA;
CENTRO INTEGRAL FUENTECILLAS (RESIDENCIA);2025-02-14;AVENIDA INDEPENDENCIA, S/N;09;09059;BURGOS;BURGOS;09003;BURGOS - SAN PEDRO Y SAN FELICES;947 462004;;090491;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);;ASOCIACIÓN;administracion@apaceburgos.com;;PERSONAS CON DISCAPACIDAD;Residencia;Personas con discapacidad por trastorno del desarrollo intelectual;DISCAPACIDAD INTELECTUAL: 33;42.3458512;-3.7147837;MARIA SACRAMENTO CASTELLANOS CARMONA;42.3458512, -3.7147837
CENTRO DE DIA BOSQUE;2020-10-14;PLAZA SAN JUAN DE LOS LAGOS 2 - BAJO 3.;09;09059;BURGOS;BURGOS;09006;BURGOS - RÍO VENA;947 224012;;090757;FUNDACIÓN JUAN SOÑADOR;;FUNDACIÓN;conexion@fundacionjuans.org;;INFANCIA (Y JUVENTUD);Centro de día;Centro de día;OTROS: 12;42.3542357;-3.687003;Imelda Navarro Arcos;42.3542357, -3.687003
