Nº;N.I.F.;Nombre o razón social;NIMA;Dirección;Municipio;Provincia;Teléfonos;e-mail;Número autorización;Tipo de instalación/centro;Código de actividad;Descripción de actividad;Código de operación de tratamiento;Descripción de operación de tratamiento;Código de proceso de tratamiento;Descripción de proceso de tratamiento;Tipo de proceso;Tipo de residuo;Código LER;Descripción código LER;Código LER extendido;Descripción código LER extendido
241.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001779;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;81501;Almacenamiento, en el ámbito de la recogida.;G;N;20 03 07;Residuos voluminosos (Muebles y enseres formados por mezclas de materiales (plásticos, maderas, textiles, metales). Colchones, Sillas, mesas, Mobiliario de oficina. Etc.);;
244.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;15 01 11*;Envases metálicos, incluidos los recipientes a presión vacíos, que contienen una matriz porosa sólida peligrosa (por ejemplo, amianto).;;
246.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 14*;Acidos.;;
249.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 19*;Pesticidas.;;
251.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio. (Residuos de mercurio. Termómetros de mercurio.);;
252.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012311;Grandes electrodomésticos con intercambio de temperatura con CFC, HCFC, HC, NH3. Doméstico
254.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012341;Grandes aparatos. Con una dimensión exterior superior a 50 cm. Con componentes peligrosos. Doméstico
255.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 27*;Pinturas, tintas, adhesivos y resinas que contienen sustancias peligrosas.;;
257.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 33*;Baterías y acumuladores especificados en los códigos 16 06 01, 16 06 02 ó 16 06 03 y baterías y acumuladores sin clasificar que contienen esas baterías.;;
260.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013522;Monitores y pantallas no CRT no LED. Doméstico
262.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 35*;Equipos eléctricos y electrónicos desechados, distintos de los especificados en los códigos 21 01 21 y 20 01 23, que contienen componentes peligrosos (9).;20013551;Pequeños aparatos . Sin ninguna dimensión exterior superior a 50cm. Con componentes peligrosos y pilas incorporadas Doméstico
268.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;81501;Almacenamiento, en el ámbito de la recogida.;G;P;15 01 11*;Envases metálicos, incluidos los recipientes a presión vacíos, que contienen una matriz porosa sólida peligrosa (por ejemplo, amianto).;;
269.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001779;C/ PESETA, S/N, 47009;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001779;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);D15;_ Almacenamiento previo a cualquiera de las operaciones enumeradas entre D1 y D14 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de producción).;81501;Almacenamiento, en el ámbito de la recogida.;G;P;20 01 27*;Pinturas, tintas, adhesivos y resinas que contienen sustancias peligrosas.;;
273.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 01;Envases de papel y cartón.;;
274.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;15 01 02;Envases de plástico.;;
280.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 02;Vidrio.;;
286.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013623;Monitores y pantallas LED. Doméstico
289.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013652;Pequeños aparatos. Sin ninguna dimensión exterior superior a 50 cm. Resto. Doméstico
290.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 21 01 21, 20 01 23 y 20 01 35.;20013662;Aparatos de informática y telecomunicaciones pequeños. Sin ninguna dimensión exterior superior a 50 cm. Aparatos sin componentes peligrosos. Doméstico
292.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 39;Plásticos. (Film transparente de embalado, plásticos, bolsos, DVDs. Discos de música, celofán, mobiliario urbano de plásticos, muebles y enseres de plástico, gomas, etc.);;
293.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G05194700001780;Punto Limpio;G05;Gestor intermedio de residuos no peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;N;20 01 40;Metales.;;
297.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;13 02 05*;Aceites minerales no clorados de motor, de transmisión mecánica y lubricantes.;;
298.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;15 01 10*;Envases que contienen restos de sustancias peligrosas o están contaminados por ellas.;;
303.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 15*;Alcalis.;;
305.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 21*;Tubos fluorescentes y otros residuos que contienen mercurio.;20012131;Lámparas de descarga no LED. Lámparas fluorescentes. Doméstico y profesional.
307.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012311;Grandes electrodomésticos con intercambio de temperatura con CFC, HCFC, HC, NH3. Doméstico
308.0;P4718700J;AYUNTAMIENTO DE VALLADOLID O.ADM.;4700001780;CNO. VIEJO DE SIMANCAS, KM. 2,5, 47008;Valladolid;Valladolid;983352581;sl@ava.es;07G02194700001780;Punto Limpio;G02;Gestor intermedio de residuos peligrosos (almacenamiento);R13;Acumulación de residuos para someterlos a cualquiera de las operaciones enumeradas entre R1 y R12 (con exclusión del almacenamiento temporal previo a la recogida en el lugar de la producción).;71301;Almacenamiento de residuos, en el ámbito de la recogida.;G;P;20 01 23*;Equipos desechados que contienen clorofluorocarbonos.;20012312;Grandes electrodomésticos . Aire acondicionado. Doméstico
