NUM_REG,NOMBRE_COMERCIAL,TELEFONO,CALLE,LOCALIDAD,MUNICIPIO,CODIGO_POSTAL,NUMERO,PROVINCIA
24-E1-00208,ALZAGA GARCIA  JAIME,,CTRA  CABOALLES                                         ,LORENZANA,CUADROS,24122,S/N,LEON
24-E1-00209,ARRANZ JANEIRO  CARLOTA,,PLAZA MAYOR                                             ,BURGO RANERO (EL),BURGO RANERO  EL,24343,13,LEON
24-E1-00210,OLIVERAS JORGE  JUAN MARCOS,,CALLE LIDIA RODRIGUEZ,SOTO DE LA VEGA,SOTO DE LA VEGA,24768,9,LEON
24-E1-00211,DE BENITO MARTINEZ  CRISTINA,,AVDA  PRINCIPAL                                         ,LLAMAS DE LA RIBERA,LLAMAS DE LA RIBERA,24271,60,LEON
24-E1-00212,SANCHEZ ALONSO  MIRIAM,,CALLE MAYOR                                             ,BARRIO DE NUESTRA SEÑORA,SANTA COLOMBA DE CURUEÑO,24150,22,LEON
24-E1-00213,GARCIA ALVAREZ  NURIA,987664200,CALLE CARRO PINILLAS                                    ,JIMENEZ DE JAMUZ,SANTA ELENA DE JAMUZ,24767,S/N,LEON
24-E1-00214,ANDRES CANDANEDO  JOSE ALFREDO / RODRIGUEZ FERNANDEZ  ROSARIO,987458156,AVDA  SEVERO GOMEZ NUÑEZ                                ,CUBILLOS DEL SIL,CUBILLOS DEL SIL,24492,0,LEON
24-E1-00215,GARCIA CAÑAMAQUE  ROCIO,987711025,CALLE JUAN GUEREÑO                                      ,CREMENES,CREMENES,24980,43,LEON
24-E1-00216,GARCIA VILLAESTRIGO  ROSA MARIA,987643120,PLAZA MAYOR                                             ,CEBRONES DEL RIO,CEBRONES DEL RIO,24769,2,LEON
24-E1-00217,LLAMAS ANDRES  FELIX,,CALLE REYES LEONESES                                    ,LEON,LEON,24008,15,LEON
24-E1-00218,LOPEZ REGUERA  MARIA LUZ,,CALLE CAMINO DE SANTIAGO                                ,TOLDANOS,VILLATURIEL,24226,67,LEON
24-E1-00219,LOPEZ PONCELAS  ENRIQUE,,CALLE ENTRAYO (EL)                                      ,POMBRIEGO,BENUZA,24389,3,LEON
24-E1-00220,CRUZ SANCHEZ  JOSE,,CALLE SERNA (LA)                                        ,FRESNO DE LA VEGA,FRESNO DE LA VEGA,24223,8,LEON
24-E1-00221,CALVO TOLEDANO  MARTA,,CALLE REAL                                              ,VILLACEDRE,SANTOVENIA DE LA VALDONCINA,24194,27,LEON
24-E1-00222,PEREZ CALZADO  CRISTINA,987662150,CALLE OBISPO SANTIAGO                                   ,SAN CRISTOBAL DE LA POLANTERA,SAN CRISTOBAL DE LA POLANTERA,24359,38,LEON
24-E1-00223,RUA RODRIGUEZ  ELENA,,CALLE ISIDRO ARIAS                                      ,NOCEDA,NOCEDA DEL BIERZO,24319,S/N,LEON
24-E1-00224,CACHERO GUERRERO  SOFIA,987593067,CALLE AVENIDA GENERAL,MURIAS DE PAREDES,MURIAS DE PAREDES,24130,17,LEON
24-E1-00225,FRECHA FERREIRO  SILVIA,,CALLE VIRGEN DE LAS ANGUSTIAS                           ,POBLADURA DE PELAYO GARCIA,POBLADURA DE PELAYO GARCIA,24249,14,LEON
24-E1-00226,CALLEJA BARBA  MARIA ANGELES,987787085,PLAZA MAYOR                                             ,CEA,CEA,24174,S/N,LEON
24-E1-00228,RODRIGUEZ NUÑEZ  HIMILCE,,CALLE SAN ANTONIO                                       ,VILLAFAÑE,VILLASABARIEGO,24162,4,LEON
24-E1-00229,FLOREZ FUERTES  ALBERTO,,CALLE ENTRE LOS ESPINOS,AZADINOS,SARIEGOS,,6,LEON
24-E1-00230,ALVAREZ ALVAREZ  ARSENIO,987566503,CALLE IGLESIA (LA)                                      ,TRABADELO,TRABADELO,24523,S/N,LEON
24-E1-00231,MARTINEZ LLAMAS  EVA MARIA,,AVDA  SAN ANDRES                                        ,CIMANES DEL TEJAR,CIMANES DEL TEJAR,24272,12,LEON
24-E1-00232,MANCEÑIDO CASTRO  JAIRO,,CALLE BAÑEZA (LA)                                       ,SANTA MARIA DE LA ISLA,SANTA MARIA DE LA ISLA,24795,S/N,LEON
24-E1-00233,FERNANDEZ SANTAMARTA  MARIA ISABEL,,CALLE MAYOR                                             ,BERCIANOS DEL PARAMO,BERCIANOS DEL PARAMO,24252,9,LEON
24-E1-00234,MAGDALENO BRASA  YOLANDA,,CTRA  MADRID-CORUÑA                                     ,VALCABADO DEL PARAMO,ROPERUELOS DEL PARAMO,,16,LEON
24-E1-00236,MIRAGAYA PRIETO  MIGUEL ANGEL / MUIÑOS CAMPOS  MARIA DEL CARMEN,,AVDA  PICOS DE EUROPA                                   ,CUBILLAS DE RUEDA,CUBILLAS DE RUEDA,24940,49,LEON
24-E1-00237,MORENO CARRILLO  JOSE LUIS,,PASEO DAMAS (LAS)                                       ,MIÑAMBRES DE LA VALDUERNA,VILLAMONTAN DE LA VALDUERNA,24765,0,LEON
24-E1-00238,GONZALEZ GOMEZ  MIRIAM / GONZALEZ GOMEZ  NOEMI,,CALLE GENERAL ARROYO JALON                              ,MATACHANA,CASTROPODAME,24314,S/N,LEON
24-E1-00240,GONZALEZ VEGA  ANA MARIA,,CALLE MOLINO                                            ,VILLAMARTIN DE DON SANCHO,VILLAMARTIN DE DON SANCHO,24344,S/N,LEON
24-E1-00241,SUAREZ ANGULO  CARMEN,,CALLE ESCUELA GRANJA                                    ,LAGUNA DALGA,LAGUNA DALGA,24248,3,LEON
24-E1-00242,REVUELTA GARCIA  ANA MARIA,,CALLE GENARO FERNANDEZ                                  ,VILLADEMOR DE LA VEGA,VILLADEMOR DE LA VEGA,24237,S/N,LEON
24-E1-00243,LAFUENTE SANCHEZ  ELENA,,CALLE PABLO DIEZ                                        ,VEGAQUEMADA,VEGAQUEMADA,24152,S/N,LEON
24-E1-00244,MARTINEZ PIEDRA  MIGUEL,,CALLE TUERTA                                            ,QUINTANA DEL MARCO,QUINTANA DEL MARCO,24762,S/N,LEON
24-E1-00245,CORUJO SIMAL  FERNANDO,987661054,CTRA  HERREROS                                          ,QUINTANA Y CONGOSTO,QUINTANA Y CONGOSTO,24767,2,LEON
24-E1-00246,GERVASI VIDAL  JUAN JOSE,,CALLE SAN JULIAN                                        ,QUINTANA DEL CASTILLO,QUINTANA DEL CASTILLO,24397,17,LEON
24-E1-00247,QUIÑONES PEREZ  PABLO,987590203,CALLE NUEVA,SANTA MARIA DE ORDAS,SANTA MARIA DE ORDAS,,3,LEON
24-E1-00248,RODRIGUEZ CORRAL  IGNACIO,,CALLE REAL                                              ,GRULLEROS,VEGA DE INFANZONES,24346,0,LEON
24-E1-00249,GUAZA GOMEZ  JESUS,,CALLE PRINCIPE FELIPE,MOZONDIGA,CHOZAS DE ABAJO,24250,51,LEON
24-E1-00250,GARCIA CALVO  TORIBIO JAVIER,,CALLE REAL                                              ,REGUERAS DE ARRIBA,REGUERAS DE ARRIBA,24763,20,LEON
24-E1-00251,MIRO SKJONSHOLT  PATRICIA VANESSA,,TRVA  MANUEL FRAGA                                      ,MOLINASECA,MOLINASECA,24413,38,LEON
24-E1-00252,DE LA CUESTA MELGAR  EVA,,CALLE REAL                                              ,VALDESANDINAS,VILLAZALA,24763,37,LEON
24-E1-00253,PEREZ CARBAJO  MARIA ONESIMA,,CTRA  GENERAL                                           ,VALDELAFUENTE,VALDEFRESNO,24227,21,LEON
24-E1-00254,FREIRE CASTRO  JOSE,,PLAZA AYUNTAMIENTO (EL)                                 ,BERLANGA DEL BIERZO,BERLANGA DEL BIERZO,24438,S/N,LEON
24-E1-00256,TATO MARTINEZ  ELSA,,AVDA  ESPINA (LA)                                       ,MATARROSA DEL SIL,TORENO,24460,42,LEON
24-E1-00257,MONTOYA JIMENEZ  MARIO,,CALLE IGLESIA (LA)                                      ,PRIORO,PRIORO,24885,S/N,LEON
24-E1-00258,MORENO OLMEDO  FERNANDO MIGUEL,,CALLE ORIENTE                                           ,VILLAORNATE,VILLAORNATE Y CASTRO,24222,S/N,LEON
24-E1-00259,ALVAREZ OTERO  NATALIA,,CTRA  PANDORADO                                         ,SOPEÑA DE CARNEROS,VILLAOBISPO DE OTERO,24719,S/N,LEON
24-E1-00260,LOBO MARTIN DE JORGE  CARLOS,,CALLE TELENO (EL)                                       ,TABUYO DEL MONTE,LUYEGO,24721,18,LEON
24-E1-00261,SANTOS RODRIGUEZ  JORGE,,CALLE CARRETERA                                         ,LARIO,BURON,24995,S/N,LEON
24-E1-00262,DIEZ ROBLA  ROSA MARIA,,CALLE MOISES DE LEON                                    ,LEON,LEON,24006,28,LEON
24-E1-00263,ALVAREZ TEIJON  ISABEL MARIA,987318660,CALLE PUENTE (LA)                                       ,CABREROS DEL RIO,CABREROS DEL RIO,24224,S/N,LEON
24-E1-00265,VELASCO VELASCO  JUSTO ANTONIO,987455193,AVDA  ANTONIO CORTES                                    ,FUENTESNUEVAS,PONFERRADA,24411,8,LEON
24-E1-00266,BLASCO TROS DE ILARDUYA  MARIA,,PLAZA PLAZA (LA)                                        ,BORRENES,BORRENES,24443,S/N,LEON
24-E1-00267,GARNELO BLANCO  MARIA MONTSERRAT,,CTRA  MEDULAS (LAS)                                     ,CARUCEDO,CARUCEDO,24442,S/N,LEON
24-E1-00268,LOPEZ GONZALEZ  AMOR MARIA,,CALLE ERAS (LAS)                                        ,BARRIENTOS,VALDERREY,24394,S/N,LEON
24-E1-00269,DELAS TATO  MARIA LUISA / DELAS VEGA  JOAQUIN,987619153,AVDA  MURALLAS (LAS)                                    ,ASTORGA,ASTORGA,24700,62,LEON
24-E1-00270,VALCARCEL SALGADO  MARIA PILAR,,CALLE CARBA (LA)                                        ,AUDANZAS DEL VALLE,ANTIGUA  LA,24796,23,LEON
24-E1-00271,PEÑIN FALAGAN  JUAN CARLOS,,CALLE CANTON                                            ,ALTOBAR DE LA ENCOMIENDA,POZUELO DEL PARAMO,24792,2,LEON
24-E1-00272,TASCON GONZALEZ  AZUCENA,,AVDA  SAN VICENTE                                       ,URDIALES DEL PARAMO,URDIALES DEL PARAMO,24248,3,LEON
24-E1-00273,LAGE MARINO  FELIPE VICENTE,,CALLE CRUZ (LA)                                         ,CIMANES DE LA VEGA,CIMANES DE LA VEGA,24239,9,LEON
24-E1-00274,FREIRE CASTRO  PABLO,,CALLE REAL                                              ,COLUMBRIANOS,PONFERRADA,24490,48,LEON
24-E1-00275,FONS ALVAREZ  ELOISA,,CALLE EDUARDO GONZALEZ PASTRANA,TROBAJO DEL CAMINO,SAN ANDRES DEL RABANEDO,24010,4,LEON
24-E1-00276,MARTINEZ FERNANDEZ  ANGEL,,PLAZA ERA GRANDE                                        ,BAÑA (LA),ENCINEDO,24746,0,LEON
24-E1-00277,DE VEGA DIÑEIRO  CRISTINA,,AVDA  BIERZO (EL)                                       ,DEHESAS,PONFERRADA,24390,314,LEON
24-E1-00278,FRANCO DIEZ  MARIA ELENA,,CALLE MAYOR                                             ,GORDALIZA DEL PINO,GORDALIZA DEL PINO,24325,S/N,LEON
24-E1-00279,SAAVEDRA MORAN  ANA ISABEL,987783652,CALLE CARCAVA (LA)                                      ,JOARILLA DE LAS MATAS,JOARILLA DE LAS MATAS,24324,11,LEON
24-E1-00281,AVILA ESCRIBANO  MARIA MONTSERRAT,,CALLE TIZONA                                            ,TROBAJO DEL CAMINO,SAN ANDRES DEL RABANEDO,24009,S/N,LEON
24-E1-00282,GALANTE REGATOS  JUAN,,CALLE ARRIBA                                            ,VALDEFUENTES DEL PARAMO,VALDEFUENTES DEL PARAMO,24253,11,LEON
24-E1-00283,MILLAN GARCIA  MARIA PILAR,,CTRA  PUEBLA DE SANABRIA                                ,PONFERRADA,PONFERRADA,24400,S/N,LEON
24-E1-00284,BAALIÑA INSUA  JOSE MANUEL,987564265,CALLE CARRETERA                                         ,CANDIN,CANDIN,24433,13,LEON
24-E1-00285,FERNANDEZ RODILLA  BELEN,,CALLE MAYOR                                             ,ALGADEFE,ALGADEFE,24238,45,LEON
24-E1-00286,DE MARINO CABA  ANGELES JULIA,,CALLE PASO                                              ,VILLAMANDOS,VILLAMANDOS,24238,10,LEON
24-E1-00289,GARCIA GOMEZ  MARIA ELENA,,CALLE MEDIO                                             ,VILLALOBAR,ARDON,24233,14,LEON
24-E1-00290,JIMENEZ POBLACION  FELIX,,AVDA  SAN JUAN DE SAHAGUN                               ,LEON,LEON,24007,23,LEON
24-E1-00291,SALVADOR SANCHEZ  FERNANDO,987338600,CALLE CARRETERA (LA)                                    ,ALBIRES,IZAGRE,24293,24,LEON
24-E1-00292,COSTERO SARMIENTO  RAUL,,CALLE PADRE MONTES                                      ,MATANZA DE LOS OTEROS,MATANZA,24207,3,LEON
24-E1-00293,GOMEZ DOMINGUEZ  ANGELES,,CALLE LAGUNA                                            ,GRAJAL DE CAMPOS,GRAJAL DE CAMPOS,,11,LEON
24-E1-00294,CARRASCO FERNANDEZ  JOAQUIN,,CALLE MAXIMO CAYON WALDALISO                            ,LEON,LEON,24005,16,LEON
24-E1-00295,SANCHO BENITO  MARIA ROCIO,,CALLE LEIRO                                             ,LUCILLO,LUCILLO,24723,14,LEON
24-E1-00297,GARCIA MARTINEZ  MARIA DEL CARMEN,,CALLE SUSANA GONZALEZ                                   ,BEMBIBRE,BEMBIBRE,24300,41,LEON
24-E1-00298,PERAL MERAYO  LORETO,,CTRA  BAÑEZA (LA)                                       ,OTERO DE LAS DUEÑAS,CARROCERA,24123,2,LEON
24-E1-00299,PANADERO HERNANDEZ  JUAN CARLOS,,CALLE UNICA                                             ,OSEJA DE SAJAMBRE,OSEJA DE SAJAMBRE,,0,LEON
24-E1-00300,SANTOS DIEZ  MARIA LUZ,,CALLE ABAJO                                             ,PRADORREY,BRAZUELO,24714,S/N,LEON
24-E1-00301,DE LA VEGA DIEZ  OLIVA,,CTRA  SANTANDER                                         ,BOCA DE HUERGANO,BOCA DE HUERGANO,,20,LEON
24-E1-00302,RIVAS ECHEVERRIA  VIVIANA RAQUEL,,PLAZA CORTINA CONCEJO (LA)                              ,POSADA DE VALDEON,POSADA DE VALDEON,24915,4,LEON
24-E1-00303,GARCIA ARIAS  ALMUDENA,987405457,AVDA  FERROCARRIL                                       ,PONFERRADA,PONFERRADA,24400,25,LEON
24-E1-00305,UNZETA CONDE  MARIA,,CALLE SAN JUAN BOSCO                                    ,ARMUNIA,LEON,24190,15,LEON
24-E1-00306,SANCHEZ FUENTES MACHUCA  JULIO VALENTIN,,AVDA  AMERICA                                           ,PONFERRADA,PONFERRADA,24400,36,LEON
24-E1-00307,GARCIA ARIAS  MARIA TRINIDAD,,CALLE TERESA MONJE                                      ,TROBAJO DEL CAMINO,SAN ANDRES DEL RABANEDO,24010,3,LEON
24-E1-00308,SUAREZ BRANDON  MARIA ASUNCION,,CALLE NICOLAS DE BRUJAS                                 ,PONFERRADA,PONFERRADA,24400,27,LEON
24-E1-00309,HERRADON MUÑOZ  JAVIER,,CALLE SAN IGNACIO DE LOYOLA                             ,SAN ANDRES DEL RABANEDO,SAN ANDRES DEL RABANEDO,24010,58,LEON
24-E1-00310,LARGO TOVAR  ANA BELEN,987565380,CALLE CORTINA (LA)                                      ,SANCEDO,SANCEDO,24439,10,LEON
24-E1-00311,ALVAREZ LERA  VICTOR /DELGADO ALVAREZ  SARA,,CALLE SANTA ANA                                         ,CABAÑAS RARAS,CABAÑAS RARAS,24412,S/N,LEON
24-E1-00312,VEAS PEREZ DE TUDELA PRETEL  MIGUEL MARIANO,,CALLE MARIA INMACULADA                                  ,ARMUNIA,LEON,24190,42,LEON
24-E1-00313,GONZALEZ VALLINAS ALVAREZ  MARIA MILAGROS,,CALLE DUERNA                                            ,BARRIO DE PINILLA,SAN ANDRES DEL RABANEDO,24010,7,LEON
24-E1-00314,BERMUDEZ BOBILLO  JOSE RAMON,,CALLE AVDA. DE ASTURIAS,COMPOSTILLA,PONFERRADA,24492,110,LEON
24-E1-00315,CASTRO LINARES  SOFIA,626896390,CALLE GENERAL VIVES                                     ,PONFERRADA,PONFERRADA,,31,LEON
24-E1-00316,CASADO LOPEZ  VICTOR MANUEL,,CALLE BRAÑINA (LA)                                      ,VILLABLINO,VILLABLINO,24100,S/N,LEON
24-E1-00317,FERNANDEZ VILAS  SILVIA / RODRIGUEZ SECO  DANIEL,,CALLE MAYOR                                             ,ROBLA (LA),ROBLA  LA,,8,LEON
24-E1-00318,VAZQUEZ DOMINGUEZ  MARIA REYES,,AVDA  CAMINO DE SANTIAGO                                ,CAMPONARAYA,CAMPONARAYA,24410,143,LEON
24-E1-00319,SALVADOR ESPAÑA  MARIA TERESA,,AVDA  PARROCO PABLO DIEZ                                ,TROBAJO DEL CAMINO,SAN ANDRES DEL RABANEDO,24010,100,LEON
24-E1-00320,MUÑOZ GONZALEZ  JAVIER,,CALLE MAESTRO JOSE ALONSO BARRIO                        ,BEMBIBRE,BEMBIBRE,24300,S/N,LEON
24-E1-00321,GOMEZ CANDAÑEDO  FRANCISCO JAVIER,,CALLE GIL Y CARRASCO                                    ,FABERO,FABERO,24420,3,LEON
24-E1-00322,LLORENTE BONILLA  ARANZAZU,,AVDA  AVIACION                                          ,VIRGEN DEL CAMINO (LA),VALVERDE DE LA VIRGEN,24198,56,LEON
24-E1-00323,GARCIA LLAN  MERCEDES / IZQUIERDO FERNANDEZ  JESUS,,CALLE AVDA. REYES LEONESES,LEON,LEON,,46,LEON
24-E1-00324,DOMINGO HERNANDEZ  FRANCISCO,,CALLE REYES LEONESES                                    ,LEON,LEON,24008,23,LEON
24-E1-00325,GONZALEZ GUTIERREZ  MARGARITA MARIA,,CALLE ANTONIO VAZQUEZ FERNANDEZ                         ,TROBAJO DEL CAMINO,SAN ANDRES DEL RABANEDO,24010,3,LEON
24-E1-00326,RODRIGUEZ TOBIO  ADRIAN,,AVDA  RIO LUNA                                          ,RIOSECO DE TAPIA,RIOSECO DE TAPIA,24275,37,LEON
24-E1-00327,BELZUZ GUERRERO  MARIA ESTHER,,AVDA  LIBERTAD (LA)                                     ,PONFERRADA,PONFERRADA,24400,2,LEON
24-E1-00328,PADILLA GARCIA  MARIA DEL CARMEN,,AVDA  CONSTANTINO GANCEDO                               ,VILLABLINO,VILLABLINO,24100,27,LEON
24-E1-00329,SANCHEZ LOZANO  MARIA MAGDALENA,,AVDA  LIBERTAD (LA)                                     ,NAVATEJERA,VILLAQUILAMBRE,24012,85,LEON
24-E1-00330,GARCIA DEL POZO  JOSE ANTONIO,,BULEV JUAN CARLOS I REY DE ESPAÑA                       ,PONFERRADA,PONFERRADA,24400,29,LEON
24-E1-00331,FERNANDEZ PRADO  MARIA CRUZ,,CALLE AZORIN                                            ,TROBAJO DEL CAMINO,SAN ANDRES DEL RABANEDO,,85,LEON
24-E1-00332,CANAL DIEZ  MARIA VICTORIA,,CALLE REAL                                              ,VILLAOBISPO DE LAS REGUERAS,VILLAQUILAMBRE,24012,55,LEON
24-E1-00333,GARCIA CALAMA  MARIA ELENA,,AVDA  LEON                                              ,CARBAJAL DE LA LEGUA,SARIEGOS,24196,276,LEON
24-E1-00334,RUIZ MARTIL  CONCEPCION,,CALLE CTRA. LEON-COLLANZO,VILLAQUILAMBRE,VILLAQUILAMBRE,,7,LEON
24-E1-00336,OJEMBARRENA SAN MARTIN  ANGEL,,CALLE CTRA. DE SANTANDER,VILLAOBISPO DE LAS REGUERAS,VILLAQUILAMBRE,,43,LEON
34-E1-00001,TRANCHO ARAGON  VIRGINIA,979720277,CALLE MALDONADO                                         ,PALENCIA,PALENCIA,34003,S/N,PALENCIA
34-E1-00002,MONTE RUIZ  FELIPE,979133150,CALLE GENERAL FRANCO                                    ,ALAR DEL REY,ALAR DEL REY,,12,PALENCIA
34-E1-00003,CUESTA CENTELLES  BELEN / NETYOSOVA   ELENA,979880029,PLAZA GENERALISIMO                                      ,CARRION DE LOS CONDES,CARRION DE LOS CONDES,34120,14,PALENCIA
34-E1-00004,ARNAIZ POZA  JOSE MARIA,979744270,AVDA  SANTANDER                                         ,PALENCIA,PALENCIA,34003,7,PALENCIA
34-E1-00005,MELENDRE ARAGON  PATRICIA,979742114,CALLE BARRIO Y MIER                                     ,PALENCIA,PALENCIA,34001,8,PALENCIA
34-E1-00006,ATIENZA MANRIQUE  JAVIER,979742360,CALLE MAYOR PRINCIPAL                                   ,PALENCIA,PALENCIA,34001,31,PALENCIA
34-E1-00007,RAMOS MARTINEZ  DANIEL,979833218,CALLE NATALIO REDONDO                                   ,BECERRIL DE CAMPOS,BECERRIL DE CAMPOS,34310,8,PALENCIA
34-E1-00008,PRIEGO OBREGON  CRISTINO,979817361,CALLE CONDE GARAY                                       ,OSORNO,OSORNO LA MAYOR,34460,63,PALENCIA
34-E1-00009,MIGUEL GIL  ELISA,979784031,CALLE REAL                                              ,MAGAZ DE PISUERGA,MAGAZ DE PISUERGA,34220,5,PALENCIA
34-E1-00010,DEZA RAMIREZ  ANA,979768093,CALLE CORREDERA                                         ,AMPUDIA,AMPUDIA,34191,4,PALENCIA
34-E1-00011,LOPEZ VIDAL  ALBERTO,,CALLE JOSE ANTONIO PRIMO DE RIVERA                      ,CARRION DE LOS CONDES,CARRION DE LOS CONDES,34120,6,PALENCIA
34-E1-00012,VELASCO VELASCO  MARIA BEGOÑA,979743524,PASEO OTERO (DEL)                                       ,PALENCIA,PALENCIA,34003,65,PALENCIA
34-E1-00013,MINGUEZ SANZ  MARIA JESUS,979800263,PLAZA ESPAÑA                                            ,TORQUEMADA,TORQUEMADA,34230,9,PALENCIA
34-E1-00014,CACICEDO SANCHEZ  OLGA,979767128,CALLE MAYOR                                             ,GRIJOTA,GRIJOTA,34192,20,PALENCIA
34-E1-00015,CORRAL JUBETE  RAFAEL,979140015,PLAZA JOSE ANTONIO GIRON                                ,HERRERA DE PISUERGA,HERRERA DE PISUERGA,34400,23,PALENCIA
34-E1-00016,NAJERA GARCIA  JOSE LUIS,979830129,PLAZA ESPAÑA                                            ,PAREDES DE NAVA,PAREDES DE NAVA,,1,PALENCIA
34-E1-00017,ARRIBAS ANGULO  ENARA,979606048,AVDA  CONSTITUCION (LA)                                 ,BARRUELO DE SANTULLAN,BARRUELO DE SANTULLAN,34820,12,PALENCIA
34-E1-00018,RODRIGUEZ PLAZA  BLANCA / RODRIGUEZ PLAZA  CARMEN,979122152,PLAZA ESPAÑA                                            ,AGUILAR DE CAMPOO,AGUILAR DE CAMPOO,,13,PALENCIA
34-E1-00019,SANZ CID  LUIS,979780268,AVDA  ABILIO CALDERON                                   ,DUEÑAS,DUEÑAS,34210,23,PALENCIA
34-E1-00020,SALVADOR RIVAS  AUREA,979792096,CALLE IGLESIA (LA)                                      ,QUINTANA DEL PUENTE,QUINTANA DEL PUENTE,34250,5,PALENCIA
34-E1-00021,LLAMAS DURANTEZ  MARIA CARMEN,979740934,CALLE BURGOS                                            ,PALENCIA,PALENCIA,34001,4,PALENCIA
34-E1-00023,ZAMARRIEGO FERNANDEZ  JUAN PABLO,979770898,AVDA  PRIMERO DE JUNIO                                  ,VENTA DE BAÑOS,VENTA DE BAÑOS,34200,46,PALENCIA
34-E1-00024,RODRIGUEZ MEDINA  JUAN RAMON,979810772,AVDA  INGENIERO RIVERA                                  ,FROMISTA,FROMISTA,34440,21,PALENCIA
34-E1-00025,CALDERON NAJERA  M. GLORIA,,CALLE MAYOR PRINCIPAL                                   ,PALENCIA,PALENCIA,34001,40,PALENCIA
34-E1-00026,POLO TORREGO  MARIA LUISA,979711001,CALLE HONDURAS                                          ,PALENCIA,PALENCIA,34003,1,PALENCIA
34-E1-00027,SANCHEZ MARTIN  IRENE,,CALLE CARRETERA                                         ,SAN SALVADOR DE CANTAMUDA,PERNIA  LA,34847,0,PALENCIA
34-E1-00028,DE FUENTES PEREZ  BELEN,979741618,CALLE MAYOR PRINCIPAL                                   ,PALENCIA,PALENCIA,34001,66,PALENCIA
34-E1-00029,DE FUENTES CASAÑE  ISIDORO EMILIO,979723381,CALLE SAN JUAN DE DIOS                                  ,PALENCIA,PALENCIA,34002,1,PALENCIA
34-E1-00030,ASENJO NIETO  AUREA,979827139,CALLE ROSALES (LOS)                                     ,VILLOLDO,VILLOLDO,34129,1,PALENCIA
34-E1-00032,DAVARA SANCHEZ  ALMUDENA,979887220,PLAZA MAYOR                                             ,CASTRILLO DE VILLAVEGA,CASTRILLO DE VILLAVEGA,34478,S/N,PALENCIA
34-E1-00033,GALLO DAMAS  MARIA SONIA,,CALLE RIO (DEL)                                         ,LANTADILLA,LANTADILLA,34468,S/N,PALENCIA
34-E1-00035,IGLESIAS VELEZ  ANAHI,979870093,PLAZA MAYOR                                             ,CERVERA DE PISUERGA,CERVERA DE PISUERGA,34840,3,PALENCIA
34-E1-00036,PUENTE RODRIGUEZ  JOSE RAMON,979122834,CALLE SANTIAGO AMON,AGUILAR DE CAMPOO,AGUILAR DE CAMPOO,34800,12,PALENCIA
